component_id,category,label_zh,source_zip,original_filename,normalized_image_path,image_sha256,legacy_refs,notes,status_labels
COMP-100,节奏谱字,入乱,节奏谱字.zip,入乱.png,sources/qxby_component_atlas/images/jiezou_puzi/COMP-100_入乱.png,789318c02a8d197d2d818099f3bc06896c4d3e689e319ece0871bbfc84e416bc,,QXBY_FULL_COMPONENT_ATLAS_REFERENCE; NOT_SCORE_EVENT_AUTHORITY; NOT_DAPU_IR_AUTHORITY; NOT_SAMPLE_INGEST; NOT_ML_TRAINING_DATA; NOT_RENDER_OUTPUT,QXBY_FULL_COMPONENT_ATLAS_REFERENCE|SOURCE_REFERENCE_IMAGE|USER_PROVIDED_QXBY_COMPONENT_SET|NOT_SCORE_EVENT_AUTHORITY|NOT_DAPU_IR_AUTHORITY|NOT_SAMPLE_INGEST|NOT_ML_TRAINING_DATA|NOT_RENDER_OUTPUT|NEEDS_CANON_BUILDER_CROSSWALK_REVIEW
COMP-111,节奏谱字,渐慢,节奏谱字.zip,渐慢.png,sources/qxby_component_atlas/images/jiezou_puzi/COMP-111_渐慢.png,5d5fb37d75bb756c85ab689adf1cf616492020860460786e09c66c49d292556d,,QXBY_FULL_COMPONENT_ATLAS_REFERENCE; NOT_SCORE_EVENT_AUTHORITY; NOT_DAPU_IR_AUTHORITY; NOT_SAMPLE_INGEST; NOT_ML_TRAINING_DATA; NOT_RENDER_OUTPUT,QXBY_FULL_COMPONENT_ATLAS_REFERENCE|SOURCE_REFERENCE_IMAGE|USER_PROVIDED_QXBY_COMPONENT_SET|NOT_SCORE_EVENT_AUTHORITY|NOT_DAPU_IR_AUTHORITY|NOT_SAMPLE_INGEST|NOT_ML_TRAINING_DATA|NOT_RENDER_OUTPUT|NEEDS_CANON_BUILDER_CROSSWALK_REVIEW
COMP-112,节奏谱字,紧,节奏谱字.zip,紧.png,sources/qxby_component_atlas/images/jiezou_puzi/COMP-112_紧.png,0aaf05a7a53ebe900a4834b68548e9a54d6f41d508b8e7fd58e6bb5c08e23011,,QXBY_FULL_COMPONENT_ATLAS_REFERENCE; NOT_SCORE_EVENT_AUTHORITY; NOT_DAPU_IR_AUTHORITY; NOT_SAMPLE_INGEST; NOT_ML_TRAINING_DATA; NOT_RENDER_OUTPUT,QXBY_FULL_COMPONENT_ATLAS_REFERENCE|SOURCE_REFERENCE_IMAGE|USER_PROVIDED_QXBY_COMPONENT_SET|NOT_SCORE_EVENT_AUTHORITY|NOT_DAPU_IR_AUTHORITY|NOT_SAMPLE_INGEST|NOT_ML_TRAINING_DATA|NOT_RENDER_OUTPUT|NEEDS_CANON_BUILDER_CROSSWALK_REVIEW
COMP-113,节奏谱字,缓,节奏谱字.zip,缓.png,sources/qxby_component_atlas/images/jiezou_puzi/COMP-113_缓.png,f17c9618d4d33a885f09ee32b0ba952496aafbda855d262a838078d7fdb33c11,,QXBY_FULL_COMPONENT_ATLAS_REFERENCE; NOT_SCORE_EVENT_AUTHORITY; NOT_DAPU_IR_AUTHORITY; NOT_SAMPLE_INGEST; NOT_ML_TRAINING_DATA; NOT_RENDER_OUTPUT,QXBY_FULL_COMPONENT_ATLAS_REFERENCE|SOURCE_REFERENCE_IMAGE|USER_PROVIDED_QXBY_COMPONENT_SET|NOT_SCORE_EVENT_AUTHORITY|NOT_DAPU_IR_AUTHORITY|NOT_SAMPLE_INGEST|NOT_ML_TRAINING_DATA|NOT_RENDER_OUTPUT|NEEDS_CANON_BUILDER_CROSSWALK_REVIEW
COMP-114,节奏谱字,缓作,节奏谱字.zip,缓作.png,sources/qxby_component_atlas/images/jiezou_puzi/COMP-114_缓作.png,85a8a621959e745daed86ef1749f6f2e26a6b8e48a636d96c965a0ae8f857794,,QXBY_FULL_COMPONENT_ATLAS_REFERENCE; NOT_SCORE_EVENT_AUTHORITY; NOT_DAPU_IR_AUTHORITY; NOT_SAMPLE_INGEST; NOT_ML_TRAINING_DATA; NOT_RENDER_OUTPUT,QXBY_FULL_COMPONENT_ATLAS_REFERENCE|SOURCE_REFERENCE_IMAGE|USER_PROVIDED_QXBY_COMPONENT_SET|NOT_SCORE_EVENT_AUTHORITY|NOT_DAPU_IR_AUTHORITY|NOT_SAMPLE_INGEST|NOT_ML_TRAINING_DATA|NOT_RENDER_OUTPUT|NEEDS_CANON_BUILDER_CROSSWALK_REVIEW
COMP-115,节奏谱字,蓄,节奏谱字.zip,蓄.png,sources/qxby_component_atlas/images/jiezou_puzi/COMP-115_蓄.png,e6ba6d57e5678d94a203ba087758c36ae8368910a3854d161638364f3f06e479,,QXBY_FULL_COMPONENT_ATLAS_REFERENCE; NOT_SCORE_EVENT_AUTHORITY; NOT_DAPU_IR_AUTHORITY; NOT_SAMPLE_INGEST; NOT_ML_TRAINING_DATA; NOT_RENDER_OUTPUT,QXBY_FULL_COMPONENT_ATLAS_REFERENCE|SOURCE_REFERENCE_IMAGE|USER_PROVIDED_QXBY_COMPONENT_SET|NOT_SCORE_EVENT_AUTHORITY|NOT_DAPU_IR_AUTHORITY|NOT_SAMPLE_INGEST|NOT_ML_TRAINING_DATA|NOT_RENDER_OUTPUT|NEEDS_CANON_BUILDER_CROSSWALK_REVIEW
COMP-116,节奏谱字,虚,节奏谱字.zip,虚.png,sources/qxby_component_atlas/images/jiezou_puzi/COMP-116_虚.png,b44c132f10b8ac3af50e5ed991c0d2a3e3db9c7f3099f2bb87b959a53fc31035,,QXBY_FULL_COMPONENT_ATLAS_REFERENCE; NOT_SCORE_EVENT_AUTHORITY; NOT_DAPU_IR_AUTHORITY; NOT_SAMPLE_INGEST; NOT_ML_TRAINING_DATA; NOT_RENDER_OUTPUT,QXBY_FULL_COMPONENT_ATLAS_REFERENCE|SOURCE_REFERENCE_IMAGE|USER_PROVIDED_QXBY_COMPONENT_SET|NOT_SCORE_EVENT_AUTHORITY|NOT_DAPU_IR_AUTHORITY|NOT_SAMPLE_INGEST|NOT_ML_TRAINING_DATA|NOT_RENDER_OUTPUT|NEEDS_CANON_BUILDER_CROSSWALK_REVIEW
COMP-117,节奏谱字,踢宕,节奏谱字.zip,踢宕.png,sources/qxby_component_atlas/images/jiezou_puzi/COMP-117_踢宕.png,56f0da359591324cb306728c9cacb5b4a1f8da9271219bbd037e77d481847872,,QXBY_FULL_COMPONENT_ATLAS_REFERENCE; NOT_SCORE_EVENT_AUTHORITY; NOT_DAPU_IR_AUTHORITY; NOT_SAMPLE_INGEST; NOT_ML_TRAINING_DATA; NOT_RENDER_OUTPUT,QXBY_FULL_COMPONENT_ATLAS_REFERENCE|SOURCE_REFERENCE_IMAGE|USER_PROVIDED_QXBY_COMPONENT_SET|NOT_SCORE_EVENT_AUTHORITY|NOT_DAPU_IR_AUTHORITY|NOT_SAMPLE_INGEST|NOT_ML_TRAINING_DATA|NOT_RENDER_OUTPUT|NEEDS_CANON_BUILDER_CROSSWALK_REVIEW
COMP-118,节奏谱字,轻,节奏谱字.zip,轻.png,sources/qxby_component_atlas/images/jiezou_puzi/COMP-118_轻.png,9db21106960912ab67bfc840d04bed09ecc0fa4f772da5be2ac1a2f27554677a,,QXBY_FULL_COMPONENT_ATLAS_REFERENCE; NOT_SCORE_EVENT_AUTHORITY; NOT_DAPU_IR_AUTHORITY; NOT_SAMPLE_INGEST; NOT_ML_TRAINING_DATA; NOT_RENDER_OUTPUT,QXBY_FULL_COMPONENT_ATLAS_REFERENCE|SOURCE_REFERENCE_IMAGE|USER_PROVIDED_QXBY_COMPONENT_SET|NOT_SCORE_EVENT_AUTHORITY|NOT_DAPU_IR_AUTHORITY|NOT_SAMPLE_INGEST|NOT_ML_TRAINING_DATA|NOT_RENDER_OUTPUT|NEEDS_CANON_BUILDER_CROSSWALK_REVIEW
COMP-119,节奏谱字,连,节奏谱字.zip,连.png,sources/qxby_component_atlas/images/jiezou_puzi/COMP-119_连.png,fa8da0909bb6072e45203e229630260aafd0abcb0ff8721c82eec546bbf8ed93,,QXBY_FULL_COMPONENT_ATLAS_REFERENCE; NOT_SCORE_EVENT_AUTHORITY; NOT_DAPU_IR_AUTHORITY; NOT_SAMPLE_INGEST; NOT_ML_TRAINING_DATA; NOT_RENDER_OUTPUT,QXBY_FULL_COMPONENT_ATLAS_REFERENCE|SOURCE_REFERENCE_IMAGE|USER_PROVIDED_QXBY_COMPONENT_SET|NOT_SCORE_EVENT_AUTHORITY|NOT_DAPU_IR_AUTHORITY|NOT_SAMPLE_INGEST|NOT_ML_TRAINING_DATA|NOT_RENDER_OUTPUT|NEEDS_CANON_BUILDER_CROSSWALK_REVIEW
COMP-120,节奏谱字,重,节奏谱字.zip,重.png,sources/qxby_component_atlas/images/jiezou_puzi/COMP-120_重.png,fa5ed7d8655c911a81cdbb3b3db694689fab298d6462e58b3b8893b80672d90e,,QXBY_FULL_COMPONENT_ATLAS_REFERENCE; NOT_SCORE_EVENT_AUTHORITY; NOT_DAPU_IR_AUTHORITY; NOT_SAMPLE_INGEST; NOT_ML_TRAINING_DATA; NOT_RENDER_OUTPUT,QXBY_FULL_COMPONENT_ATLAS_REFERENCE|SOURCE_REFERENCE_IMAGE|USER_PROVIDED_QXBY_COMPONENT_SET|NOT_SCORE_EVENT_AUTHORITY|NOT_DAPU_IR_AUTHORITY|NOT_SAMPLE_INGEST|NOT_ML_TRAINING_DATA|NOT_RENDER_OUTPUT|NEEDS_CANON_BUILDER_CROSSWALK_REVIEW
COMP-121,节奏谱字,顿,节奏谱字.zip,顿.png,sources/qxby_component_atlas/images/jiezou_puzi/COMP-121_顿.png,55d99bf9d53b2f82d695fc3ab9a44591b79374d7bb5cd55c7d84ca279a45f3d1,,QXBY_FULL_COMPONENT_ATLAS_REFERENCE; NOT_SCORE_EVENT_AUTHORITY; NOT_DAPU_IR_AUTHORITY; NOT_SAMPLE_INGEST; NOT_ML_TRAINING_DATA; NOT_RENDER_OUTPUT,QXBY_FULL_COMPONENT_ATLAS_REFERENCE|SOURCE_REFERENCE_IMAGE|USER_PROVIDED_QXBY_COMPONENT_SET|NOT_SCORE_EVENT_AUTHORITY|NOT_DAPU_IR_AUTHORITY|NOT_SAMPLE_INGEST|NOT_ML_TRAINING_DATA|NOT_RENDER_OUTPUT|NEEDS_CANON_BUILDER_CROSSWALK_REVIEW
COMP-122,通用谱字,不动,通用谱字.zip,不动.png,sources/qxby_component_atlas/images/tongyong_puzi/COMP-122_不动.png,08c7fbbd8213f633fa277d0b5bbb02147fff912df51e783f515c7ef7ce7a1dde,,QXBY_FULL_COMPONENT_ATLAS_REFERENCE; NOT_SCORE_EVENT_AUTHORITY; NOT_DAPU_IR_AUTHORITY; NOT_SAMPLE_INGEST; NOT_ML_TRAINING_DATA; NOT_RENDER_OUTPUT,QXBY_FULL_COMPONENT_ATLAS_REFERENCE|SOURCE_REFERENCE_IMAGE|USER_PROVIDED_QXBY_COMPONENT_SET|NOT_SCORE_EVENT_AUTHORITY|NOT_DAPU_IR_AUTHORITY|NOT_SAMPLE_INGEST|NOT_ML_TRAINING_DATA|NOT_RENDER_OUTPUT|NEEDS_CANON_BUILDER_CROSSWALK_REVIEW
COMP-123,通用谱字,二作,通用谱字.zip,二作.png,sources/qxby_component_atlas/images/tongyong_puzi/COMP-123_二作.png,e16beace7845cf0f28716a0b35e81784b25e011a7452839eddc5f2abf5daeaba,,QXBY_FULL_COMPONENT_ATLAS_REFERENCE; NOT_SCORE_EVENT_AUTHORITY; NOT_DAPU_IR_AUTHORITY; NOT_SAMPLE_INGEST; NOT_ML_TRAINING_DATA; NOT_RENDER_OUTPUT,QXBY_FULL_COMPONENT_ATLAS_REFERENCE|SOURCE_REFERENCE_IMAGE|USER_PROVIDED_QXBY_COMPONENT_SET|NOT_SCORE_EVENT_AUTHORITY|NOT_DAPU_IR_AUTHORITY|NOT_SAMPLE_INGEST|NOT_ML_TRAINING_DATA|NOT_RENDER_OUTPUT|NEEDS_CANON_BUILDER_CROSSWALK_REVIEW
COMP-124,通用谱字,从勾再作,通用谱字.zip,从勾再作.png,sources/qxby_component_atlas/images/tongyong_puzi/COMP-124_从勾再作.png,8f4e4a49b6af0eba56c11c40b235655884da1718dc266be499a3f4ddeb2cd755,,QXBY_FULL_COMPONENT_ATLAS_REFERENCE; NOT_SCORE_EVENT_AUTHORITY; NOT_DAPU_IR_AUTHORITY; NOT_SAMPLE_INGEST; NOT_ML_TRAINING_DATA; NOT_RENDER_OUTPUT,QXBY_FULL_COMPONENT_ATLAS_REFERENCE|SOURCE_REFERENCE_IMAGE|USER_PROVIDED_QXBY_COMPONENT_SET|NOT_SCORE_EVENT_AUTHORITY|NOT_DAPU_IR_AUTHORITY|NOT_SAMPLE_INGEST|NOT_ML_TRAINING_DATA|NOT_RENDER_OUTPUT|NEEDS_CANON_BUILDER_CROSSWALK_REVIEW
COMP-125,通用谱字,从头再作,通用谱字.zip,从头再作.png,sources/qxby_component_atlas/images/tongyong_puzi/COMP-125_从头再作.png,e4dabdb59e58dd40a686ad76922bf609d954b54d77594ca0f723f588672a142a,,QXBY_FULL_COMPONENT_ATLAS_REFERENCE; NOT_SCORE_EVENT_AUTHORITY; NOT_DAPU_IR_AUTHORITY; NOT_SAMPLE_INGEST; NOT_ML_TRAINING_DATA; NOT_RENDER_OUTPUT,QXBY_FULL_COMPONENT_ATLAS_REFERENCE|SOURCE_REFERENCE_IMAGE|USER_PROVIDED_QXBY_COMPONENT_SET|NOT_SCORE_EVENT_AUTHORITY|NOT_DAPU_IR_AUTHORITY|NOT_SAMPLE_INGEST|NOT_ML_TRAINING_DATA|NOT_RENDER_OUTPUT|NEEDS_CANON_BUILDER_CROSSWALK_REVIEW
COMP-126,通用谱字,再作,通用谱字.zip,再作.png,sources/qxby_component_atlas/images/tongyong_puzi/COMP-126_再作.png,c352d0feed3627ce41c7b4f60c5e211c7bc03beff0fff5ce54a8e9702fb0b46a,,QXBY_FULL_COMPONENT_ATLAS_REFERENCE; NOT_SCORE_EVENT_AUTHORITY; NOT_DAPU_IR_AUTHORITY; NOT_SAMPLE_INGEST; NOT_ML_TRAINING_DATA; NOT_RENDER_OUTPUT,QXBY_FULL_COMPONENT_ATLAS_REFERENCE|SOURCE_REFERENCE_IMAGE|USER_PROVIDED_QXBY_COMPONENT_SET|NOT_SCORE_EVENT_AUTHORITY|NOT_DAPU_IR_AUTHORITY|NOT_SAMPLE_INGEST|NOT_ML_TRAINING_DATA|NOT_RENDER_OUTPUT|NEEDS_CANON_BUILDER_CROSSWALK_REVIEW
COMP-127,通用谱字,句,通用谱字.zip,句.png,sources/qxby_component_atlas/images/tongyong_puzi/COMP-127_句.png,9aeefa601d1d74c4c796a7f7f44e8257664ef4407a170e4b306cf8b2bcd2bcce,,QXBY_FULL_COMPONENT_ATLAS_REFERENCE; NOT_SCORE_EVENT_AUTHORITY; NOT_DAPU_IR_AUTHORITY; NOT_SAMPLE_INGEST; NOT_ML_TRAINING_DATA; NOT_RENDER_OUTPUT,QXBY_FULL_COMPONENT_ATLAS_REFERENCE|SOURCE_REFERENCE_IMAGE|USER_PROVIDED_QXBY_COMPONENT_SET|NOT_SCORE_EVENT_AUTHORITY|NOT_DAPU_IR_AUTHORITY|NOT_SAMPLE_INGEST|NOT_ML_TRAINING_DATA|NOT_RENDER_OUTPUT|NEEDS_CANON_BUILDER_CROSSWALK_REVIEW
COMP-128,通用谱字,就,通用谱字.zip,就.png,sources/qxby_component_atlas/images/tongyong_puzi/COMP-128_就.png,c5c6ca396499df8c03ba7d817bd3694eeb3f2d15cdb9cd1826349b522f2a83e9,COMP-023,QXBY_FULL_COMPONENT_ATLAS_REFERENCE; NOT_SCORE_EVENT_AUTHORITY; NOT_DAPU_IR_AUTHORITY; NOT_SAMPLE_INGEST; NOT_ML_TRAINING_DATA; NOT_RENDER_OUTPUT,QXBY_FULL_COMPONENT_ATLAS_REFERENCE|SOURCE_REFERENCE_IMAGE|USER_PROVIDED_QXBY_COMPONENT_SET|NOT_SCORE_EVENT_AUTHORITY|NOT_DAPU_IR_AUTHORITY|NOT_SAMPLE_INGEST|NOT_ML_TRAINING_DATA|NOT_RENDER_OUTPUT|NEEDS_CANON_BUILDER_CROSSWALK_REVIEW
COMP-129,通用谱字,换,通用谱字.zip,换.png,sources/qxby_component_atlas/images/tongyong_puzi/COMP-129_换.png,5bc363bad77b6b02e8482014742281040bc08288605ab3df1bcbf6b9eeb4eecc,,QXBY_FULL_COMPONENT_ATLAS_REFERENCE; NOT_SCORE_EVENT_AUTHORITY; NOT_DAPU_IR_AUTHORITY; NOT_SAMPLE_INGEST; NOT_ML_TRAINING_DATA; NOT_RENDER_OUTPUT,QXBY_FULL_COMPONENT_ATLAS_REFERENCE|SOURCE_REFERENCE_IMAGE|USER_PROVIDED_QXBY_COMPONENT_SET|NOT_SCORE_EVENT_AUTHORITY|NOT_DAPU_IR_AUTHORITY|NOT_SAMPLE_INGEST|NOT_ML_TRAINING_DATA|NOT_RENDER_OUTPUT|NEEDS_CANON_BUILDER_CROSSWALK_REVIEW
COMP-130,通用谱字,操终,通用谱字.zip,操终.png,sources/qxby_component_atlas/images/tongyong_puzi/COMP-130_操终.png,8238de5691bea79b6e96f391b26ac2d23e2677266f26dd6a4e6d4eb13c2c4f29,,QXBY_FULL_COMPONENT_ATLAS_REFERENCE; NOT_SCORE_EVENT_AUTHORITY; NOT_DAPU_IR_AUTHORITY; NOT_SAMPLE_INGEST; NOT_ML_TRAINING_DATA; NOT_RENDER_OUTPUT,QXBY_FULL_COMPONENT_ATLAS_REFERENCE|SOURCE_REFERENCE_IMAGE|USER_PROVIDED_QXBY_COMPONENT_SET|NOT_SCORE_EVENT_AUTHORITY|NOT_DAPU_IR_AUTHORITY|NOT_SAMPLE_INGEST|NOT_ML_TRAINING_DATA|NOT_RENDER_OUTPUT|NEEDS_CANON_BUILDER_CROSSWALK_REVIEW
