recording_session_id,recording_id,piece_id,piece_title,qinist_id,qinist_name,batch_id,recording_take_no,batch_take_no,slate_no,script_id,event_id,event_range,gesture_id,normalized_name,realization_variant,realization_pre_action,expected_sample_type,take_label,spoken_slate_text,asr_accepted_variants,long_tail_required,tail_silence_required_s,source_raw_audio,take_status,retake_no,notes,review_only,production_grade,not_sample_assets,not_render_executed,not_ml_training_data
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch02,T011,001,011,RS_XWC_002_011,XWC_P02_N05,,SAN_TIAO_7,散挑七,straight,none,atomic,T011,零幺幺,零幺幺;零一一,false,1.2,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch02_T011-T020.wav,candidate,,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | baseline straight,true,false,true,true,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch02,T012,002,012,RS_XWC_002_012,XWC_P02_N06,,AN_THUMB_9_GOU_4,大九勾四,straight,none,atomic,T012,零幺二,零幺二;零一二,false,1.2,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch02_T011-T020.wav,candidate,,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | baseline straight,true,false,true,true,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch02,T013,003,013,RS_XWC_002_013,XWC_P02_N06,,AN_THUMB_9_GOU_4,大九勾四,chuo,chuo,atomic,T013,零幺三,零幺三;零一三,false,1.2,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch02_T011-T020.wav,candidate,,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | 普通按音默认绰 realization,true,false,true,true,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch02,T014,004,014,RS_XWC_002_014,XWC_P03_N01,,SAN_TIAO_6,散挑六,straight,none,atomic,T014,零幺四,零幺四;零一四,false,1.2,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch02_T011-T020.wav,candidate,,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | baseline straight,true,false,true,true,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch02,T015,005,015,RS_XWC_002_015,XWC_P03_N02,,SAN_GOU_4,散勾四,straight,none,atomic,T015,零幺五,零幺五;零一五,false,1.2,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch02_T011-T020.wav,candidate,,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | baseline straight,true,false,true,true,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch02,T016,006,016,RS_XWC_002_016,XWC_P03_N03,,SAN_TIAO_5,散挑五,straight,none,atomic,T016,零幺六,零幺六;零一六,false,1.2,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch02_T011-T020.wav,candidate,,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | baseline straight,true,false,true,true,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch02,T017,007,017,RS_XWC_002_017,XWC_P03_N04,,AN_RING_10_8_GOU_3,名十徽八勾三,straight,none,atomic,T017,零幺七,零幺七;零一七,false,1.2,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch02_T011-T020.wav,candidate,,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | baseline straight,true,false,true,true,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch02,T018,008,018,RS_XWC_002_018,XWC_P03_N04,,AN_RING_10_8_GOU_3,名十徽八勾三,zhu,zhu,atomic,T018,零幺八,零幺八;零一八,false,1.2,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch02_T011-T020.wav,candidate,,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | 谱面明示注,true,false,true,true,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch02,T019,009,019,RS_XWC_002_019,XWC_P03_N05,,SAN_TIAO_6,散挑六,straight,none,atomic,T019,零幺九,零幺九;零一九,false,1.2,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch02_T011-T020.wav,candidate,,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | baseline straight,true,false,true,true,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch02,T020,010,020,RS_XWC_002_020,XWC_P03_N06,,AN_THUMB_9_GOU_3,大九勾三,straight,none,atomic,T020,零二零,零二零,false,1.2,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch02_T011-T020.wav,candidate,,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | baseline straight,true,false,true,true,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch03,T021,001,021,RS_XWC_002_021,XWC_P03_N06,,AN_THUMB_9_GOU_3,大九勾三,chuo,chuo,atomic,T021,零二幺,零二幺;零二一,false,1.2,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch03_T021-T030.wav,candidate,,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | 普通按音默认绰 realization,true,false,true,true,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch03,T022,002,022,RS_XWC_002_022,XWC_P04_N01,,SAN_TIAO_5,散挑五,straight,none,atomic,T022,零二二,零二二,false,1.2,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch03_T021-T030.wav,candidate,,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | baseline straight,true,false,true,true,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch03,T023,003,023,RS_XWC_002_023,XWC_P04_N02,,SAN_GOU_3,散勾三,straight,none,atomic,T023,零二三,零二三,false,1.2,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch03_T021-T030.wav,candidate,,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | baseline straight,true,false,true,true,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch03,T024,004,024,RS_XWC_002_024,XWC_P04_N03,,SAN_TIAO_4,散挑四,straight,none,atomic,T024,零二四,零二四,false,1.2,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch03_T021-T030.wav,candidate,,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | baseline straight,true,false,true,true,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch03,T025,005,025,RS_XWC_002_025,XWC_P04_N04,,AN_RING_10_GOU_2,名十勾二,straight,none,atomic,T025,零二五,零二五,false,1.2,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch03_T021-T030.wav,candidate,,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | baseline straight,true,false,true,true,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch03,T026,006,026,RS_XWC_002_026,XWC_P04_N04,,AN_RING_10_GOU_2,名十勾二,chuo,chuo,atomic,T026,零二六,零二六,false,1.2,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch03_T021-T030.wav,candidate,,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | 普通按音默认绰 realization,true,false,true,true,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch03,T027,007,027,RS_XWC_002_027,XWC_P04_N05,,SAN_TIAO_5,散挑五,straight,none,atomic,T027,零二七,零二七,false,1.2,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch03_T021-T030.wav,candidate,,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | baseline straight,true,false,true,true,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch03,T028,008,028,RS_XWC_002_028,XWC_P04_N06,,AN_THUMB_9_GOU_2,大九勾二,straight,none,atomic,T028,零二八,零二八,false,1.2,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch03_T021-T030.wav,candidate,,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | baseline straight,true,false,true,true,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch03,T029,009,029,RS_XWC_002_029,XWC_P04_N06,,AN_THUMB_9_GOU_2,大九勾二,chuo,chuo,atomic,T029,零二九,零二九,false,1.2,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch03_T021-T030.wav,candidate,,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | 普通按音默认绰 realization,true,false,true,true,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch03,T030,010,030,RS_XWC_002_030,XWC_P05_N01,,SAN_TIAO_4,散挑四,straight,none,atomic,T030,零三零,零三零,false,1.2,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch03_T021-T030.wav,candidate,,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | baseline straight,true,false,true,true,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch04,T031,001,031,RS_XWC_002_031,XWC_P05_N02,,SAN_GOU_2,散勾二,straight,none,atomic,T031,零三幺,零三幺;零三一,false,1.2,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch04_T031-T040.wav,candidate,,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | baseline straight,true,false,true,true,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch04,T032,002,032,RS_XWC_002_032,XWC_P05_N03,,SAN_TIAO_3,散挑三,straight,none,atomic,T032,零三二,零三二,false,1.2,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch04_T031-T040.wav,candidate,,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | baseline straight,true,false,true,true,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch04,T033,003,033,RS_XWC_002_033,XWC_P05_N04,,AN_RING_10_GOU_1,名十勾一,straight,none,atomic,T033,零三三,零三三,false,1.2,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch04_T031-T040.wav,candidate,,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | baseline straight,true,false,true,true,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch04,T034,004,034,RS_XWC_002_034,XWC_P05_N04,,AN_RING_10_GOU_1,名十勾一,chuo,chuo,atomic,T034,零三四,零三四,false,1.2,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch04_T031-T040.wav,candidate,,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | 普通按音默认绰 realization,true,false,true,true,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch04,T035,005,035,RS_XWC_002_035,XWC_P05_N05,,SAN_TIAO_4,散挑四,straight,none,atomic,T035,零三五,零三五,false,1.2,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch04_T031-T040.wav,candidate,,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | baseline straight,true,false,true,true,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch04,T036,006,036,RS_XWC_002_036,XWC_P05_N06,,AN_THUMB_9_GOU_1,大九勾一,straight,none,atomic,T036,零三六,零三六,false,1.2,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch04_T031-T040.wav,candidate,,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | baseline straight,true,false,true,true,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch04,T037,007,037,RS_XWC_002_037,XWC_P05_N06,,AN_THUMB_9_GOU_1,大九勾一,chuo,chuo,atomic,T037,零三七,零三七,false,1.2,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch04_T031-T040.wav,candidate,,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | 普通按音默认绰 realization,true,false,true,true,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch04,T038,008,038,RS_XWC_002_038,XWC_P06_N01,,SAN_TIAO_4,散挑四,straight,none,atomic,T038,零三八,零三八,false,1.2,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch04_T031-T040.wav,candidate,,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | baseline straight,true,false,true,true,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch04,T039,009,039,RS_XWC_002_039,XWC_P06_N02,,AN_THUMB_9_GOU_1,大九勾一,straight,none,atomic,T039,零三九,零三九,false,1.2,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch04_T031-T040.wav,candidate,,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | baseline straight,true,false,true,true,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch04,T040,010,040,RS_XWC_002_040,XWC_P06_N02,,AN_THUMB_9_GOU_1,大九勾一,chuo,chuo,atomic,T040,零四零,零四零,false,1.2,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch04_T031-T040.wav,candidate,,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | 普通按音默认绰 realization,true,false,true,true,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch05,T041,001,041,RS_XWC_002_041,XWC_P06_N03,,SAN_TIAO_5,散挑五,straight,none,atomic,T041,零四幺,零四幺;零四一,false,1.2,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch05_T041-T050.wav,candidate,,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | baseline straight,true,false,true,true,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch05,T042,002,042,RS_XWC_002_042,XWC_P06_N04,,AN_THUMB_9_GOU_2,大九勾二,straight,none,atomic,T042,零四二,零四二,false,1.2,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch05_T041-T050.wav,candidate,,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | baseline straight,true,false,true,true,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch05,T043,003,043,RS_XWC_002_043,XWC_P06_N04,,AN_THUMB_9_GOU_2,大九勾二,chuo,chuo,atomic,T043,零四三,零四三,false,1.2,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch05_T041-T050.wav,candidate,,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | 普通按音默认绰 realization,true,false,true,true,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch05,T044,004,044,RS_XWC_002_044,XWC_P07_N01,,SAN_TIAO_6,散挑六,straight,none,atomic,T044,零四四,零四四,false,1.2,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch05_T041-T050.wav,candidate,,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | baseline straight,true,false,true,true,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch05,T045,005,045,RS_XWC_002_045,XWC_P07_N02,,AN_THUMB_9_GOU_3,大九勾三,straight,none,atomic,T045,零四五,零四五,false,1.2,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/raw/RS_XWC_002_BAIYA_PILOT_batch05_T041-T050.wav,candidate,,source_plan_kind=legacy_xwc_bridge_for_baiya_reshoot | future_plan_kind=dapu_event_ir_recording_plan | draft_pending_user_review | baseline straight,true,false,true,true,true
