recording_session_id,recording_id,piece_id,piece_title,qinist_id,qinist_name,batch_id,recording_take_no,batch_take_no,script_id,event_id,event_range,gesture_id,normalized_name,realization_variant,expected_sample_type,source_split_audio,clean_preview_audio,segment_id,duration_s,pre_idle_end_s,gesture_start_s,render_anchor_s,tail_end_s,render_anchor_type,pre_attack_music_policy,tail_policy,segment_status,human_listening_status,render_input_status,render_input_blocker,review_only,production_grade,not_sample_assets,not_recording_segments,not_render_executed,not_ml_training_data
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch03,T025,005,RS_XWC_002_025,XWC_P04_N04,,AN_RING_10_GOU_2,an_ring_10_gou_2,clean,chuo,clean_previews/T025_clean_preview.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch03/clean_previews/T025_clean_preview.wav,RECD2_BATCH03_T025,6.560,1.196,1.246,1.246,2.977,main_attack,keep_silence,smart_fade_100ms,render_usable,passed,ready,,true,false,true,true,true,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch03,T026,006,RS_XWC_002_026,XWC_P04_N04,,AN_RING_10_GOU_2,an_ring_10_gou_2,clean,chuo,clean_previews/T026_clean_preview.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch03/clean_previews/T026_clean_preview.wav,RECD2_BATCH03_T026,7.320,1.941,1.991,1.991,3.839,main_attack,keep_silence,smart_fade_100ms,render_usable,passed,ready,,true,false,true,true,true,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch03,T027,007,RS_XWC_002_027,XWC_P04_N05,,SAN_TIAO_5,san_tiao_5,clean,straight,clean_previews/T027_clean_preview.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch03/clean_previews/T027_clean_preview.wav,RECD2_BATCH03_T027,7.350,0.115,0.165,0.165,2.257,main_attack,keep_silence,smart_fade_100ms,render_usable,passed,ready,,true,false,true,true,true,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch03,T028,008,RS_XWC_002_028,XWC_P04_N06,,AN_THUMB_9_GOU_2,an_thumb_9_gou_2,clean,chuo,clean_previews/T028_clean_preview.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch03/clean_previews/T028_clean_preview.wav,RECD2_BATCH03_T028,7.460,0.335,0.385,0.385,2.199,main_attack,keep_silence,smart_fade_100ms,render_usable,passed,ready,,true,false,true,true,true,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch03,T029,009,RS_XWC_002_029,XWC_P04_N06,,AN_THUMB_9_GOU_2,an_thumb_9_gou_2,clean,chuo,clean_previews/T029_clean_preview.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch03/clean_previews/T029_clean_preview.wav,RECD2_BATCH03_T029,7.680,1.500,1.750,1.800,3.649,main_attack,keep_silence,smart_fade_100ms,render_usable,passed,ready,,true,false,true,true,true,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch03,T030,010,RS_XWC_002_030,XWC_P05_N01,,SAN_TIAO_4,san_tiao_4,clean,straight,clean_previews/T030_clean_preview.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch03/clean_previews/T030_clean_preview.wav,RECD2_BATCH03_T030,10.322,0.836,0.886,0.886,4.140,main_attack,keep_silence,smart_fade_100ms,render_usable,passed,ready,,true,false,true,true,true,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch04,T031,001,RS_XWC_002_031,XWC_P05_N02,,SAN_GOU_2,san_gou_2,clean,straight,clean_previews/T031_clean_preview.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch04/clean_previews/T031_clean_preview.wav,RECD2_BATCH04_T031,7.240,2.451,2.501,2.501,4.409,main_attack,keep_silence,smart_fade_100ms,render_usable,passed,ready,,true,false,true,true,true,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch04,T032,002,RS_XWC_002_032,XWC_P05_N03,,SAN_TIAO_3,san_tiao_3,clean,straight,clean_previews/T032_clean_preview.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch04/clean_previews/T032_clean_preview.wav,RECD2_BATCH04_T032,6.850,0.167,0.217,0.217,2.267,main_attack,keep_silence,smart_fade_100ms,render_usable,passed,ready,,true,false,true,true,true,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch04,T033,003,RS_XWC_002_033,XWC_P05_N04,,AN_RING_10_GOU_1,an_ring_10_gou_1,clean,chuo,clean_previews/T033_clean_preview.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch04/clean_previews/T033_clean_preview.wav,RECD2_BATCH04_T033,7.090,1.203,1.253,1.303,3.232,main_attack,keep_silence,smart_fade_100ms,render_usable,passed,ready,,true,false,true,true,true,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch04,T034,004,RS_XWC_002_034,XWC_P05_N04,,AN_RING_10_GOU_1,an_ring_10_gou_1,clean,chuo,clean_previews/T034_clean_preview.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch04/clean_previews/T034_clean_preview.wav,RECD2_BATCH04_T034,7.070,0.220,0.270,0.270,1.441,main_attack,keep_silence,smart_fade_100ms,render_usable,passed,ready,,true,false,true,true,true,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch04,T035,005,RS_XWC_002_035,XWC_P05_N05,,SAN_TIAO_4,san_tiao_4,clean,straight,clean_previews/T035_clean_preview.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch04/clean_previews/T035_clean_preview.wav,RECD2_BATCH04_T035,7.160,0.087,0.137,0.137,2.449,main_attack,keep_silence,smart_fade_100ms,render_usable,passed,ready,,true,false,true,true,true,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch04,T036,006,RS_XWC_002_036,XWC_P05_N06,,AN_THUMB_9_GOU_1,an_thumb_9_gou_1,clean,chuo,clean_previews/T036_clean_preview.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch04/clean_previews/T036_clean_preview.wav,RECD2_BATCH04_T036,8.300,2.117,2.217,2.267,4.891,main_attack,keep_silence,smart_fade_100ms,render_usable,passed,ready,,true,false,true,true,true,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch04,T037,007,RS_XWC_002_037,XWC_P05_N06,,AN_THUMB_9_GOU_1,an_thumb_9_gou_1,clean,chuo,clean_previews/T037_clean_preview.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch04/clean_previews/T037_clean_preview.wav,RECD2_BATCH04_T037,7.880,0.713,0.813,0.863,2.588,main_attack,keep_silence,smart_fade_100ms,render_usable,passed,ready,,true,false,true,true,true,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch04,T038,008,RS_XWC_002_038,XWC_P06_N01,,SAN_TIAO_4,san_tiao_4,clean,straight,clean_previews/T038_clean_preview.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch04/clean_previews/T038_clean_preview.wav,RECD2_BATCH04_T038,9.390,0.582,0.632,0.632,3.060,main_attack,keep_silence,smart_fade_100ms,render_usable,passed,ready,,true,false,true,true,true,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch04,T039,009,RS_XWC_002_039,XWC_P06_N02,,AN_THUMB_9_GOU_1,an_thumb_9_gou_1,clean,chuo,clean_previews/T039_clean_preview.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch04/clean_previews/T039_clean_preview.wav,RECD2_BATCH04_T039,7.480,1.372,1.472,1.522,3.274,main_attack,keep_silence,smart_fade_100ms,render_usable,passed,ready,,true,false,true,true,true,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch04,T040,010,RS_XWC_002_040,XWC_P06_N02,,AN_THUMB_9_GOU_1,an_thumb_9_gou_1,clean,chuo,clean_previews/T040_clean_preview.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch04/clean_previews/T040_clean_preview.wav,RECD2_BATCH04_T040,10.422,2.298,2.498,2.548,4.646,main_attack,keep_silence,smart_fade_100ms,render_usable,passed,ready,,true,false,true,true,true,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch05,T041,001,RS_XWC_002_041,XWC_P06_N03,,SAN_TIAO_5,san_tiao_5,clean,straight,clean_previews/T041_clean_preview.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch05/clean_previews/T041_clean_preview.wav,RECD2_BATCH05_T041,8.700,1.662,1.712,1.712,3.509,main_attack,keep_silence,smart_fade_100ms,render_usable,passed,ready,,true,false,true,true,true,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch05,T042,002,RS_XWC_002_042,XWC_P06_N04,,AN_THUMB_9_GOU_2,an_thumb_9_gou_2,clean,chuo,clean_previews/T042_clean_preview.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch05/clean_previews/T042_clean_preview.wav,RECD2_BATCH05_T042,6.500,0.000,0.077,0.127,1.354,main_attack,keep_silence,smart_fade_100ms,render_usable,passed,ready,,true,false,true,true,true,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch05,T043,003,RS_XWC_002_043,XWC_P06_N04,,AN_THUMB_9_GOU_2,an_thumb_9_gou_2,clean,chuo,clean_previews/T043_clean_preview.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch05/clean_previews/T043_clean_preview.wav,RECD2_BATCH05_T043,6.680,1.384,1.484,1.534,2.948,main_attack,keep_silence,smart_fade_100ms,render_usable,passed,ready,,true,false,true,true,true,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch05,T044,004,RS_XWC_002_044,XWC_P07_N01,,SAN_TIAO_6,san_tiao_6,clean,straight,clean_previews/T044_clean_preview.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch05/clean_previews/T044_clean_preview.wav,RECD2_BATCH05_T044,8.380,0.597,0.647,0.647,2.406,main_attack,keep_silence,smart_fade_100ms,render_usable,passed,ready,,true,false,true,true,true,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch05,T045,005,RS_XWC_002_045,XWC_P07_N02,,AN_THUMB_9_GOU_3,an_thumb_9_gou_3,clean,chuo,clean_previews/T045_clean_preview.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch05/clean_previews/T045_clean_preview.wav,RECD2_BATCH05_T045,8.000,0.771,0.821,0.821,2.982,main_attack,keep_silence,smart_fade_100ms,render_usable,passed,ready,,true,false,true,true,true,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch05,T046,006,RS_XWC_002_046,XWC_P07_N02,,AN_THUMB_9_GOU_3,an_thumb_9_gou_3,clean,chuo,clean_previews/T046_clean_preview.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch05/clean_previews/T046_clean_preview.wav,RECD2_BATCH05_T046,8.200,0.867,0.967,1.017,2.675,main_attack,keep_silence,smart_fade_100ms,render_usable,passed,ready,,true,false,true,true,true,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch05,T047,007,RS_XWC_002_047,XWC_P07_N03,,SAN_TIAO_7,san_tiao_7,clean,straight,clean_previews/T047_clean_preview.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch05/clean_previews/T047_clean_preview.wav,RECD2_BATCH05_T047,7.590,0.356,0.406,0.406,3.097,main_attack,keep_silence,smart_fade_100ms,render_usable,passed,ready,,true,false,true,true,true,true
RS_XWC_002_BAIYA_PILOT,RS_XWC_002,XWC,仙翁操,QINIST_002,白牙,batch05,T048,008,RS_XWC_002_048,XWC_P07_N04,,AN_THUMB_9_GOU_4,an_thumb_9_gou_4,clean,chuo,clean_previews/T048_clean_preview.wav,02_recordings/raw_audio/QINIST_002/XWC/RS_XWC_002_BAIYA_PILOT/split_preview/batch05/clean_previews/T048_clean_preview.wav,RECD2_BATCH05_T048,7.200,0.532,0.632,0.682,2.373,main_attack,keep_silence,smart_fade_100ms,render_usable,passed,ready,,true,false,true,true,true,true
