render_set_id,version_id,phrase_id,section_id,event_range,start_s,end_s,phrase_play_start_s,phrase_play_end_s,phrase_tail_end_s,next_phrase_first_attack_s,phrase_end_policy,boundary_source,review_status,gpt_review_pending,e_revision_plan_generated,e_generated,experimental_render,review_only,production_grade
R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,B_PHRASE,XWC_P07_LOCAL_PHRASE,XWC_P07,XWC_P07_N01_to_XWC_P07_N04,91.153,105.236,91.153,102.017,105.236,102.047,before_next_phrase_first_attack_minus_0.03s,imported,draft,true,false,false,true,true,false
R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,C_QINIST_STYLE,XWC_P07_LOCAL_PHRASE,XWC_P07,XWC_P07_N01_to_XWC_P07_N04,83.034,96.324,83.034,92.753,96.324,92.783,before_next_phrase_first_attack_minus_0.03s,imported,draft,true,false,false,true,true,false
R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,D_TEACHING_DIAGNOSTIC,XWC_P07_LOCAL_PHRASE,XWC_P07,XWC_P07_N01_to_XWC_P07_N04,103.233,118.948,103.233,116.050,118.948,116.080,before_next_phrase_first_attack_minus_0.03s,imported,draft,true,false,false,true,true,false
R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,A_LITERAL,XWC_P08_LOCAL_PHRASE,XWC_P08,XWC_P08_N01_to_XWC_P08_N04,95.732,110.575,95.732,107.451,110.575,107.481,before_next_phrase_first_attack_minus_0.03s,imported,draft,true,false,false,true,true,false
R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,B_PHRASE,XWC_P08_LOCAL_PHRASE,XWC_P08,XWC_P08_N01_to_XWC_P08_N04,100.168,117.927,100.168,112.605,117.927,112.635,before_next_phrase_first_attack_minus_0.03s,imported,draft,true,false,false,true,true,false
R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,C_QINIST_STYLE,XWC_P08_LOCAL_PHRASE,XWC_P08,XWC_P08_N01_to_XWC_P08_N04,92.258,107.926,92.258,101.943,107.926,101.973,before_next_phrase_first_attack_minus_0.03s,imported,draft,true,false,false,true,true,false
R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,D_TEACHING_DIAGNOSTIC,XWC_P08_LOCAL_PHRASE,XWC_P08,XWC_P08_N01_to_XWC_P08_N04,114.201,130.004,114.201,128.250,130.004,128.280,before_next_phrase_first_attack_minus_0.03s,imported,draft,true,false,false,true,true,false
R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,A_LITERAL,XWC_P09_LOCAL_PHRASE,XWC_P09,XWC_P09_N01_to_XWC_P09_N04,104.697,120.539,104.697,117.401,120.539,117.431,before_next_phrase_first_attack_minus_0.03s,imported,draft,true,false,false,true,true,false
R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,B_PHRASE,XWC_P09_LOCAL_PHRASE,XWC_P09,XWC_P09_N01_to_XWC_P09_N04,109.851,125.918,109.851,123.006,125.918,123.036,before_next_phrase_first_attack_minus_0.03s,imported,draft,true,false,false,true,true,false
R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,C_QINIST_STYLE,XWC_P09_LOCAL_PHRASE,XWC_P09,XWC_P09_N01_to_XWC_P09_N04,101.833,115.735,101.833,112.490,115.735,112.520,before_next_phrase_first_attack_minus_0.03s,imported,draft,true,false,false,true,true,false
R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,D_TEACHING_DIAGNOSTIC,XWC_P09_LOCAL_PHRASE,XWC_P09,XWC_P09_N01_to_XWC_P09_N04,125.496,142.838,125.496,140.750,142.838,140.780,before_next_phrase_first_attack_minus_0.03s,imported,draft,true,false,false,true,true,false
R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,A_LITERAL,XWC_P10_LOCAL_PHRASE,XWC_P10,XWC_P10_N01_to_XWC_P10_N07,116.371,140.721,116.371,140.721,140.721,,final_phrase_uses_render_duration_or_last_event_safe_tail,imported,draft,true,false,false,true,true,false
R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,B_PHRASE,XWC_P10_LOCAL_PHRASE,XWC_P10,XWC_P10_N01_to_XWC_P10_N07,121.976,146.805,121.976,146.805,146.805,,final_phrase_uses_render_duration_or_last_event_safe_tail,imported,draft,true,false,false,true,true,false
R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,C_QINIST_STYLE,XWC_P10_LOCAL_PHRASE,XWC_P10,XWC_P10_N01_to_XWC_P10_N07,111.460,134.605,111.460,134.605,134.605,,final_phrase_uses_render_duration_or_last_event_safe_tail,imported,draft,true,false,false,true,true,false
R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,D_TEACHING_DIAGNOSTIC,XWC_P10_LOCAL_PHRASE,XWC_P10,XWC_P10_N01_to_XWC_P10_N07,139.720,166.573,139.720,166.573,166.573,,final_phrase_uses_render_duration_or_last_event_safe_tail,imported,draft,true,false,false,true,true,false
