render_set_id,version_id,phrase_id,section_id,boundary_status,phrase_start_s,phrase_end_s,phrase_play_start_s,phrase_play_end_s,phrase_tail_end_s,next_phrase_first_attack_s,phrase_end_policy,breath_points_s,cadence_point_s,review_status,gpt_review_pending,e_revision_plan_generated,e_generated,f_generation_pending,f_input_source,f_not_generated,f_generation_completed,f_version_id,experimental_render,review_only,production_grade
R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,C_QINIST_STYLE,XWC_P05_LOCAL_PHRASE,XWC_P05,accepted,59.733,78.721,59.733,74.275,78.721,74.305,before_next_phrase_first_attack_minus_0.03s,65.259,71.657,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,D_TEACHING_DIAGNOSTIC,XWC_P05_LOCAL_PHRASE,XWC_P05,candidate,72.712,94.063,72.712,91.650,94.063,91.680,before_next_phrase_first_attack_minus_0.03s,79.908,88.241,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,A_LITERAL,XWC_P06_LOCAL_PHRASE,XWC_P06,candidate,77.290,91.380,77.290,87.677,91.380,87.707,before_next_phrase_first_attack_minus_0.03s,81.237,85.807,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,B_PHRASE,XWC_P06_LOCAL_PHRASE,XWC_P06,accepted,80.701,93.908,80.701,91.770,93.908,91.800,before_next_phrase_first_attack_minus_0.03s,84.907,89.778,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,C_QINIST_STYLE,XWC_P06_LOCAL_PHRASE,XWC_P06,candidate,73.673,86.317,73.673,83.651,86.317,83.681,before_next_phrase_first_attack_minus_0.03s,77.465,81.855,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,D_TEACHING_DIAGNOSTIC,XWC_P06_LOCAL_PHRASE,XWC_P06,candidate,91.048,106.603,91.048,103.850,106.603,103.880,before_next_phrase_first_attack_minus_0.03s,95.913,101.546,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,A_LITERAL,XWC_P07_LOCAL_PHRASE,XWC_P07,candidate,87.060,101.429,87.060,97.581,101.429,97.611,before_next_phrase_first_attack_minus_0.03s,91.058,95.687,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,B_PHRASE,XWC_P07_LOCAL_PHRASE,XWC_P07,accepted,91.153,105.236,91.153,102.017,105.236,102.047,before_next_phrase_first_attack_minus_0.03s,95.281,100.061,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,C_QINIST_STYLE,XWC_P07_LOCAL_PHRASE,XWC_P07,candidate,83.034,96.324,83.034,92.753,96.324,92.783,before_next_phrase_first_attack_minus_0.03s,86.727,91.004,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,D_TEACHING_DIAGNOSTIC,XWC_P07_LOCAL_PHRASE,XWC_P07,candidate,103.233,118.948,103.233,116.050,118.948,116.080,before_next_phrase_first_attack_minus_0.03s,108.103,113.743,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,A_LITERAL,XWC_P08_LOCAL_PHRASE,XWC_P08,candidate,95.732,110.575,95.732,107.451,110.575,107.481,before_next_phrase_first_attack_minus_0.03s,100.185,105.342,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,B_PHRASE,XWC_P08_LOCAL_PHRASE,XWC_P08,accepted,100.168,117.927,100.168,112.605,117.927,112.635,before_next_phrase_first_attack_minus_0.03s,104.894,110.366,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,C_QINIST_STYLE,XWC_P08_LOCAL_PHRASE,XWC_P08,candidate,92.258,107.926,92.258,101.943,107.926,101.973,before_next_phrase_first_attack_minus_0.03s,95.938,100.200,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,D_TEACHING_DIAGNOSTIC,XWC_P08_LOCAL_PHRASE,XWC_P08,candidate,114.201,130.004,114.201,128.250,130.004,128.280,before_next_phrase_first_attack_minus_0.03s,119.540,125.721,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,A_LITERAL,XWC_P09_LOCAL_PHRASE,XWC_P09,accepted,104.697,120.539,104.697,117.401,120.539,117.431,before_next_phrase_first_attack_minus_0.03s,109.525,115.114,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,B_PHRASE,XWC_P09_LOCAL_PHRASE,XWC_P09,candidate,109.851,125.918,109.851,123.006,125.918,123.036,before_next_phrase_first_attack_minus_0.03s,114.850,120.638,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,C_QINIST_STYLE,XWC_P09_LOCAL_PHRASE,XWC_P09,candidate,101.833,115.735,101.833,112.490,115.735,112.520,before_next_phrase_first_attack_minus_0.03s,105.883,110.572,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,D_TEACHING_DIAGNOSTIC,XWC_P09_LOCAL_PHRASE,XWC_P09,candidate,125.496,142.838,125.496,140.750,142.838,140.780,before_next_phrase_first_attack_minus_0.03s,131.293,138.004,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,A_LITERAL,XWC_P10_LOCAL_PHRASE,XWC_P10,accepted,116.371,140.721,116.371,140.721,140.721,,final_phrase_uses_render_duration_or_last_event_safe_tail,125.624,136.338,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,B_PHRASE,XWC_P10_LOCAL_PHRASE,XWC_P10,candidate,121.976,146.805,121.976,146.805,146.805,,final_phrase_uses_render_duration_or_last_event_safe_tail,131.411,142.336,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,C_QINIST_STYLE,XWC_P10_LOCAL_PHRASE,XWC_P10,candidate,111.460,134.605,111.460,134.605,134.605,,final_phrase_uses_render_duration_or_last_event_safe_tail,120.255,130.439,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,D_TEACHING_DIAGNOSTIC,XWC_P10_LOCAL_PHRASE,XWC_P10,candidate,139.720,166.573,139.720,166.573,166.573,,final_phrase_uses_render_duration_or_last_event_safe_tail,149.924,161.739,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,E_REVIEWED,XWC_P01_LOCAL_PHRASE,XWC_P01,unclear,1.284,13.627,1.284,13.627,13.627,13.657,E_REVIEWED phrase boundary from event alignment; render_anchor based.,5.974,11.405,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,E_REVIEWED,XWC_P02_LOCAL_PHRASE,XWC_P02,unclear,13.234,26.166,13.234,26.166,26.166,26.196,E_REVIEWED phrase boundary from event alignment; render_anchor based.,18.148,23.838,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,E_REVIEWED,XWC_P03_LOCAL_PHRASE,XWC_P03,unclear,24.264,37.666,24.264,37.666,37.666,37.696,E_REVIEWED phrase boundary from event alignment; render_anchor based.,29.357,35.254,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,E_REVIEWED,XWC_P04_LOCAL_PHRASE,XWC_P04,unclear,36.444,49.166,36.444,49.166,49.166,49.196,E_REVIEWED phrase boundary from event alignment; render_anchor based.,41.278,46.876,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,E_REVIEWED,XWC_P05_LOCAL_PHRASE,XWC_P05,unclear,47.745,60.666,47.745,60.666,60.666,60.696,E_REVIEWED phrase boundary from event alignment; render_anchor based.,52.655,58.340,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,E_REVIEWED,XWC_P06_LOCAL_PHRASE,XWC_P06,unclear,60.064,69.966,60.064,69.966,69.966,69.996,E_REVIEWED phrase boundary from event alignment; render_anchor based.,63.827,68.184,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,E_REVIEWED,XWC_P07_LOCAL_PHRASE,XWC_P07,unclear,69.349,79.266,69.349,79.266,79.266,79.296,E_REVIEWED phrase boundary from event alignment; render_anchor based.,73.117,77.481,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,E_REVIEWED,XWC_P08_LOCAL_PHRASE,XWC_P08,unclear,77.417,88.566,77.417,88.566,88.566,88.596,E_REVIEWED phrase boundary from event alignment; render_anchor based.,81.654,86.559,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,E_REVIEWED,XWC_P09_LOCAL_PHRASE,XWC_P09,accepted,85.812,97.866,85.812,97.866,97.866,97.896,E_REVIEWED phrase boundary from event alignment; render_anchor based.,90.393,95.696,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,E_REVIEWED,XWC_P10_LOCAL_PHRASE,XWC_P10,accepted,96.836,118.869,96.836,118.869,118.869,,E_REVIEWED phrase boundary from event alignment; render_anchor based.,105.209,114.903,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,F_FINAL_REVIEWED,XWC_P01_LOCAL_PHRASE,XWC_P01,accepted,2.697,9.240,2.697,9.225,9.240,9.255,E_REVIEWED phrase boundary from event alignment; render_anchor based.,5.178,8.050,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,F_FINAL_REVIEWED,XWC_P02_LOCAL_PHRASE,XWC_P02,accepted,9.135,17.599,9.135,17.584,17.599,17.614,E_REVIEWED phrase boundary from event alignment; render_anchor based.,12.346,16.063,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,F_FINAL_REVIEWED,XWC_P03_LOCAL_PHRASE,XWC_P03,accepted,17.494,25.266,17.494,25.251,25.266,25.281,E_REVIEWED phrase boundary from event alignment; render_anchor based.,20.442,23.855,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,F_FINAL_REVIEWED,XWC_P04_LOCAL_PHRASE,XWC_P04,accepted,25.161,32.932,25.161,32.917,32.932,32.947,E_REVIEWED phrase boundary from event alignment; render_anchor based.,28.108,31.521,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,F_FINAL_REVIEWED,XWC_P05_LOCAL_PHRASE,XWC_P05,accepted,32.827,40.599,32.827,40.584,40.599,40.614,E_REVIEWED phrase boundary from event alignment; render_anchor based.,35.775,39.188,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,F_FINAL_REVIEWED,XWC_P06_LOCAL_PHRASE,XWC_P06,accepted,40.494,46.799,40.494,46.784,46.799,46.814,E_REVIEWED phrase boundary from event alignment; render_anchor based.,42.884,45.652,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,F_FINAL_REVIEWED,XWC_P07_LOCAL_PHRASE,XWC_P07,accepted,46.694,52.999,46.694,52.984,52.999,53.014,E_REVIEWED phrase boundary from event alignment; render_anchor based.,49.084,51.852,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,F_FINAL_REVIEWED,XWC_P08_LOCAL_PHRASE,XWC_P08,accepted,52.894,59.199,52.894,59.184,59.199,59.214,E_REVIEWED phrase boundary from event alignment; render_anchor based.,55.284,58.052,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,F_FINAL_REVIEWED,XWC_P09_LOCAL_PHRASE,XWC_P09,accepted,59.094,65.399,59.094,65.384,65.399,65.414,E_REVIEWED phrase boundary from event alignment; render_anchor based.,61.484,64.252,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,F_FINAL_REVIEWED,XWC_P10_LOCAL_PHRASE,XWC_P10,accepted,65.294,82.255,65.294,81.905,82.255,,E_REVIEWED phrase boundary from event alignment; render_anchor based.,71.606,78.915,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
