render_set_id,version_id,phrase_id,section_id,event_range,start_s,end_s,phrase_play_start_s,phrase_play_end_s,phrase_tail_end_s,next_phrase_first_attack_s,phrase_end_policy,boundary_source,review_status,gpt_review_pending,e_revision_plan_generated,e_generated,f_generation_pending,f_input_source,f_not_generated,f_generation_completed,f_version_id,experimental_render,review_only,production_grade
R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,B_PHRASE,XWC_P08_LOCAL_PHRASE,XWC_P08,XWC_P08_N01_to_XWC_P08_N04,100.168,117.927,100.168,112.605,117.927,112.635,before_next_phrase_first_attack_minus_0.03s,imported,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,C_QINIST_STYLE,XWC_P08_LOCAL_PHRASE,XWC_P08,XWC_P08_N01_to_XWC_P08_N04,92.258,107.926,92.258,101.943,107.926,101.973,before_next_phrase_first_attack_minus_0.03s,imported,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,D_TEACHING_DIAGNOSTIC,XWC_P08_LOCAL_PHRASE,XWC_P08,XWC_P08_N01_to_XWC_P08_N04,114.201,130.004,114.201,128.250,130.004,128.280,before_next_phrase_first_attack_minus_0.03s,imported,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,A_LITERAL,XWC_P09_LOCAL_PHRASE,XWC_P09,XWC_P09_N01_to_XWC_P09_N04,104.697,120.539,104.697,117.401,120.539,117.431,before_next_phrase_first_attack_minus_0.03s,imported,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,B_PHRASE,XWC_P09_LOCAL_PHRASE,XWC_P09,XWC_P09_N01_to_XWC_P09_N04,109.851,125.918,109.851,123.006,125.918,123.036,before_next_phrase_first_attack_minus_0.03s,imported,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,C_QINIST_STYLE,XWC_P09_LOCAL_PHRASE,XWC_P09,XWC_P09_N01_to_XWC_P09_N04,101.833,115.735,101.833,112.490,115.735,112.520,before_next_phrase_first_attack_minus_0.03s,imported,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,D_TEACHING_DIAGNOSTIC,XWC_P09_LOCAL_PHRASE,XWC_P09,XWC_P09_N01_to_XWC_P09_N04,125.496,142.838,125.496,140.750,142.838,140.780,before_next_phrase_first_attack_minus_0.03s,imported,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,A_LITERAL,XWC_P10_LOCAL_PHRASE,XWC_P10,XWC_P10_N01_to_XWC_P10_N07,116.371,140.721,116.371,140.721,140.721,,final_phrase_uses_render_duration_or_last_event_safe_tail,imported,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,B_PHRASE,XWC_P10_LOCAL_PHRASE,XWC_P10,XWC_P10_N01_to_XWC_P10_N07,121.976,146.805,121.976,146.805,146.805,,final_phrase_uses_render_duration_or_last_event_safe_tail,imported,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,C_QINIST_STYLE,XWC_P10_LOCAL_PHRASE,XWC_P10,XWC_P10_N01_to_XWC_P10_N07,111.460,134.605,111.460,134.605,134.605,,final_phrase_uses_render_duration_or_last_event_safe_tail,imported,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,D_TEACHING_DIAGNOSTIC,XWC_P10_LOCAL_PHRASE,XWC_P10,XWC_P10_N01_to_XWC_P10_N07,139.720,166.573,139.720,166.573,166.573,,final_phrase_uses_render_duration_or_last_event_safe_tail,imported,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,E_REVIEWED,XWC_P01_LOCAL_PHRASE,XWC_P01,XWC_P01_N01_to_XWC_P01_N04,1.284,13.627,1.284,13.627,13.627,13.657,E_REVIEWED phrase boundary from event alignment; render_anchor based.,imported,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,E_REVIEWED,XWC_P02_LOCAL_PHRASE,XWC_P02,XWC_P02_N01_to_XWC_P02_N06,13.234,26.166,13.234,26.166,26.166,26.196,E_REVIEWED phrase boundary from event alignment; render_anchor based.,imported,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,E_REVIEWED,XWC_P03_LOCAL_PHRASE,XWC_P03,XWC_P03_N01_to_XWC_P03_N06,24.264,37.666,24.264,37.666,37.666,37.696,E_REVIEWED phrase boundary from event alignment; render_anchor based.,imported,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,E_REVIEWED,XWC_P04_LOCAL_PHRASE,XWC_P04,XWC_P04_N01_to_XWC_P04_N06,36.444,49.166,36.444,49.166,49.166,49.196,E_REVIEWED phrase boundary from event alignment; render_anchor based.,imported,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,E_REVIEWED,XWC_P05_LOCAL_PHRASE,XWC_P05,XWC_P05_N01_to_XWC_P05_N06,47.745,60.666,47.745,60.666,60.666,60.696,E_REVIEWED phrase boundary from event alignment; render_anchor based.,imported,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,E_REVIEWED,XWC_P06_LOCAL_PHRASE,XWC_P06,XWC_P06_N01_to_XWC_P06_N04,60.064,69.966,60.064,69.966,69.966,69.996,E_REVIEWED phrase boundary from event alignment; render_anchor based.,imported,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,E_REVIEWED,XWC_P07_LOCAL_PHRASE,XWC_P07,XWC_P07_N01_to_XWC_P07_N04,69.349,79.266,69.349,79.266,79.266,79.296,E_REVIEWED phrase boundary from event alignment; render_anchor based.,imported,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,E_REVIEWED,XWC_P08_LOCAL_PHRASE,XWC_P08,XWC_P08_N01_to_XWC_P08_N04,77.417,88.566,77.417,88.566,88.566,88.596,E_REVIEWED phrase boundary from event alignment; render_anchor based.,imported,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,E_REVIEWED,XWC_P09_LOCAL_PHRASE,XWC_P09,XWC_P09_N01_to_XWC_P09_N04,85.812,97.866,85.812,97.866,97.866,97.896,E_REVIEWED phrase boundary from event alignment; render_anchor based.,imported,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,E_REVIEWED,XWC_P10_LOCAL_PHRASE,XWC_P10,XWC_P10_N01_to_XWC_P10_N07,96.836,118.869,96.836,118.869,118.869,,E_REVIEWED phrase boundary from event alignment; render_anchor based.,imported,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,F_FINAL_REVIEWED,XWC_P01_LOCAL_PHRASE,XWC_P01,XWC_P01_N01_to_XWC_P01_N04,2.697,14.182,2.697,9.225,14.182,9.255,E_REVIEWED phrase boundary from event alignment; render_anchor based.,imported,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,F_FINAL_REVIEWED,XWC_P02_LOCAL_PHRASE,XWC_P02,XWC_P02_N01_to_XWC_P02_N06,9.135,21.690,9.135,17.584,21.690,17.614,E_REVIEWED phrase boundary from event alignment; render_anchor based.,imported,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,F_FINAL_REVIEWED,XWC_P03_LOCAL_PHRASE,XWC_P03,XWC_P03_N01_to_XWC_P03_N06,17.494,27.874,17.494,25.251,27.874,25.281,E_REVIEWED phrase boundary from event alignment; render_anchor based.,imported,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,F_FINAL_REVIEWED,XWC_P04_LOCAL_PHRASE,XWC_P04,XWC_P04_N01_to_XWC_P04_N06,25.161,36.051,25.161,32.917,36.051,32.947,E_REVIEWED phrase boundary from event alignment; render_anchor based.,imported,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,F_FINAL_REVIEWED,XWC_P05_LOCAL_PHRASE,XWC_P05,XWC_P05_N01_to_XWC_P05_N06,32.827,44.855,32.827,40.584,44.855,40.614,E_REVIEWED phrase boundary from event alignment; render_anchor based.,imported,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,F_FINAL_REVIEWED,XWC_P06_LOCAL_PHRASE,XWC_P06,XWC_P06_N01_to_XWC_P06_N04,40.494,49.396,40.494,46.784,49.396,46.814,E_REVIEWED phrase boundary from event alignment; render_anchor based.,imported,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,F_FINAL_REVIEWED,XWC_P07_LOCAL_PHRASE,XWC_P07,XWC_P07_N01_to_XWC_P07_N04,46.694,56.714,46.694,52.984,56.714,53.014,E_REVIEWED phrase boundary from event alignment; render_anchor based.,imported,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,F_FINAL_REVIEWED,XWC_P08_LOCAL_PHRASE,XWC_P08,XWC_P08_N01_to_XWC_P08_N04,52.894,65.034,52.894,59.184,65.034,59.214,E_REVIEWED phrase boundary from event alignment; render_anchor based.,imported,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,F_FINAL_REVIEWED,XWC_P09_LOCAL_PHRASE,XWC_P09,XWC_P09_N01_to_XWC_P09_N04,59.094,68.858,59.094,65.384,68.858,65.414,E_REVIEWED phrase boundary from event alignment; render_anchor based.,imported,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
R2_XWC_BAIYA_ABCD_EXPERIMENTAL_354811e,F_FINAL_REVIEWED,XWC_P10_LOCAL_PHRASE,XWC_P10,XWC_P10_N01_to_XWC_P10_N07,65.294,84.708,65.294,81.905,84.708,,E_REVIEWED phrase boundary from event alignment; render_anchor based.,imported,draft,true,false,false,false,E_REVIEWED_USER_REVIEW,false,true,F_FINAL_REVIEWED,true,true,false
